,Sl.No,Lane,VehicleType,Entry,Exit,TravelTime,Speed(kmph),Time Interval,CumulativeEntryFlow,CumulativeExitFlow,EntryFlow/Interval,ExitFlow/Interval,Travel Time in one minute,Travel Time in one minute(interval wise),Avg Travel Time in one minute,SMS,Exit Flow Per Hour,Small Car,Big Car,Two Wheeler,LCV,Bus,Single Axle,Multi Axle,Small Car interval wise,Big Car interval wise,Two Wheeler interval wise,LCV interval wise,Bus interval wise,Single Axle interval wise,Multi Axle interval wise,Cumulative Speed of Small Car,Cumulative Speed of Big Car,Cumulative Speed of Two Wheeler,Cumulative Speed of LCV,Cumulative Speed of Bus,Cumulative Speed of Single Axle,Cumulative Speed of Multi Axle,Cumulative Speed of Small Car interval wise,Cumulative Speed of Big Car interval wise,Cumulative Speed of Two Wheeler interval wise,Cumulative Speed of LCV interval wise,Cumulative Speed of Bus interval wise,Cumulative Speed of Single Axle interval wise,Cumulative Speed of Multi Axle interval wise,Avg Speed of Small Car,Avg Speed of Big Car,Avg Speed of Two Wheeler,Avg Speed of LCV,Avg Speed of Bus,Avg Speed of Single Axle,Avg Speed of Multi Axle,Small Car PCU,Big Car PCU,Two Wheeler PCU,LCV PCU,Bus PCU,Single Axle PCU,Multi Axle PCU,Final PCU per 5min
30,31,2,7,184.2,192.9,8.700000000000017,25.655172413793053,9300,1436,1436,47.0,47.0,8515.713000000014,312.630000000001,6.651702127659596,33.55532098646952,2820.0,347,418,514,38,44,47,28,21.0,8.0,14.0,1.0,1.0,1.0,1.0,14611.011928932068,18858.432808535043,21971.490500408985,1419.908048376463,953.3359827626651,1479.0360919352092,668.0198505975047,767.3329703384788,328.3226270403429,526.5345715898729,30.49180327868976,16.034482758620584,32.25433526011534,15.01008742434351,36.539665254213276,41.040328380042865,37.609612256419496,30.49180327868976,16.034482758620584,32.25433526011534,15.01008742434351,1.0,1.3471309120679953,0.217511470633215,2.863952397919038,10.433244332696834,3.7261813790155025,8.006982240746105,59.85256823578644
31,32,2,3,185.93,189.67,3.7399999999999807,59.679144385027044,9600,1485,1485,49.0,49.0,8839.173000000012,323.4599999999973,6.601224489795864,33.811908736783806,2940.0,358,429,535,41,45,48,29,11.0,11.0,21.0,3.0,1.0,1.0,1.0,15006.04825196083,19312.496663661314,22746.014947130014,1513.5775412576065,969.8204731614846,1508.098591935208,691.0777018371734,395.0363230287621,454.06385512627094,774.5244467210287,93.66949288114347,16.484490398819503,29.062499999998863,23.057851239668707,35.91239300261474,41.27853228420645,36.88211651052517,31.22316429371449,16.484490398819503,29.062499999998863,23.057851239668707,1.0,1.3163645030375513,0.21799421362832008,2.7488546144632315,9.974211839664868,4.064422973109437,5.1228664556899774,57.46595313146177
32,33,2,3,187.43,192.4,4.969999999999999,44.909456740442664,9900,1559,1557,74.0,72.0,9277.893000000015,438.720000000003,6.093333333333375,36.63019693654242,4320.0,378,438,572,44,45,50,30,20.0,9.0,37.0,3.0,0.0,2.0,1.0,15784.925042516583,19672.07286832836,24155.827393458454,1619.1193526841785,969.8204731614846,1576.8780837682434,718.9777018371734,778.8767905557525,359.5762046670461,1409.8124463284403,105.54181142657194,0.0,68.77949183303531,27.899999999999977,38.943839527787624,39.95291162967179,38.103039089957846,35.18060380885731,0.0,34.389745916517654,27.899999999999977,1.0,1.4748450565271525,0.22882085659756196,2.6455734165454703,0.0,3.724751660971247,4.591156387918581,61.71735716235165
33,34,1,1,192.9,197.77,4.8700000000000045,45.83162217659133,10200,1626,1625,67.0,68.0,9644.45300000001,366.55999999999585,5.390588235294056,41.40549978175516,4080.0,401,450,605,44,45,50,30,23.0,12.0,33.0,0.0,0.0,0.0,0.0,16774.70345685018,20197.791142213628,25504.435155944284,1619.1193526841785,969.8204731614846,1576.8780837682434,718.9777018371734,989.7784143335975,525.718273885268,1348.6077624858299,0.0,0.0,0.0,0.0,43.033844101460765,43.80985615710566,40.86690189351,0.0,0.0,0.0,0.0,1.0,1.4862585961645929,0.23575172726299298,0.0,0.0,0.0,0.0,48.61491015365388
34,35,1,5,199.63,213.96,14.330000000000013,15.575715282623852,10500,1713,1709,87.0,84.0,10194.953000000003,550.4999999999927,6.553571428571342,34.05776566757538,5040.0,438,465,629,50,45,51,31,37.0,15.0,24.0,6.0,0.0,1.0,1.0,18158.45110397898,20746.426502590744,26362.871975753525,1817.8619986815452,969.8204731614846,1605.4934683836307,734.1613753065604,1383.7476471287991,548.6353603771167,858.4368198092416,198.7426459973667,0.0,28.615384615387256,15.183673469387031,37.398585057535115,36.575690691807786,35.768200825385065,33.12377433289445,0.0,28.615384615387256,15.183673469387031,1.0,1.5471011175209748,0.2340855105088806,2.698358781522204,0.0,4.298759082277965,8.1015075012173,94.41498828765626
35,36,1,3,204.93,212.2,7.269999999999982,30.70151306740035,10800,1795,1795,82.0,86.0,10743.943000000001,548.989999999998,6.383604651162767,34.96457130366686,5160.0,466,475,671,54,45,53,31,28.0,10.0,42.0,4.0,0.0,2.0,0.0,19280.321144200025,21148.419829355233,27853.11763011196,1924.9104078543405,969.8204731614846,1650.592993190066,734.1613753065604,1121.8700402210452,401.9933267644883,1490.245654358434,107.04840917279535,0.0,45.099524806435284,0.0,40.066787150751615,40.19933267644883,35.48203938948652,26.762102293198836,0.0,22.549762403217642,0.0,1.0,1.5080708302801775,0.2528089248003629,3.578068351374951,0.0,5.844267301947249,0.0,79.69949115381132
36,37,1,3,206.5,212.67,6.1699999999999875,36.175040518638646,11100,1854,1854,59.0,59.0,11118.812999999998,374.86999999999716,6.3537288135592735,35.12897804572278,3540.0,486,487,690,58,47,54,32,20.0,12.0,19.0,4.0,2.0,1.0,1.0,20061.456485331684,21665.496233822625,28537.390183272903,2076.6420310581834,1007.4571602141774,1676.1893234652973,751.763898965866,781.1353411316595,517.0764044673924,684.2725531609431,151.7316232038429,37.636687052692764,25.596330275231367,17.602523659305575,39.05676705658298,43.0897003722827,36.01434490320753,37.932905800960725,18.818343526346382,25.596330275231367,17.602523659305575,1.0,1.3714465357923398,0.24279359654052451,2.460733144750554,9.502210958069169,5.018871873804225,7.29808433025735,82.23474746298018
37,38,1,3,207.37,214.93,7.560000000000002,29.523809523809515,11400,1909,1908,55.0,54.0,11505.012999999995,386.1999999999971,7.151851851851798,31.20870015536015,3240.0,510,498,700,63,48,56,33,24.0,11.0,10.0,5.0,1.0,2.0,1.0,20916.657241161385,22131.714318259197,28880.5861542902,2238.808216701472,1025.2278608511208,1716.227406693544,779.3876613421039,855.2007558297009,466.2180844365721,343.19597101729596,162.16618564328837,17.77070063694339,40.038083228246705,27.62376237623789,35.63336482623754,42.383462221506555,34.3195971017296,32.43323712865767,17.77070063694339,20.019041614123353,27.62376237623789,1.0,1.272085986401636,0.23245083464417055,2.625734902456898,9.180409467128467,5.854651849367289,4.242887605690815,78.57872948069804
38,39,1,3,218.1,224.17,6.069999999999993,36.77100494233942,11700,1964,1961,55.0,53.0,11898.332999999997,393.3200000000015,7.421132075471727,30.076273771992152,3180.0,532,503,721,66,49,57,33,22.0,5.0,21.0,3.0,1.0,1.0,0.0,21673.99654937144,22297.70466047667,29507.46004794463,2325.561109702704,1041.1252967485557,1756.371291585634,779.3876613421039,757.3393082100556,165.99034221747206,626.8738936544323,86.75289300123222,15.897435897434889,40.14388489209,0.0,34.424514009547984,33.198068443494414,29.851137793068204,28.91763100041074,15.897435897434889,40.14388489209,0.0,1.0,1.5689570909815784,0.2581804687590809,2.8450470056855037,9.91403628369646,2.8205638907736277,0.0,56.53631649037519
39,40,1,3,227.73,233.07,5.340000000000003,41.79775280898873,12000,2043,2041,79.0,80.0,12505.533,607.2000000000025,7.590000000000032,29.407114624505805,4800.0,556,513,758,73,49,58,34,24.0,10.0,37.0,7.0,0.0,1.0,1.0,22472.53170902573,22635.94734414377,30650.968104824384,2518.6624760053173,1041.1252967485557,1772.314148728491,796.879824351508,798.5351596542896,338.2426836671002,1143.508056879753,193.10136630261331,0.0,15.942857142857065,17.492163009404067,33.27229831892873,33.82426836671002,30.905623158912242,27.5859094718019,0.0,15.942857142857065,17.492163009404067,1.0,1.4883684464837295,0.24102481200261416,2.882569815440938,0.0,6.86442507813589,6.25643314264394,81.10044943780042
40,41,1,3,229.1,237.07,7.969999999999999,28.005018820577167,12300,2089,2089,46.0,48.0,12864.293,358.7600000000002,7.4741666666666715,29.862860965547977,2880.0,581,517,770,79,49,59,34,25.0,4.0,12.0,6.0,0.0,1.0,0.0,23271.921964146473,22770.540578891625,31025.76287190699,2675.346658500544,1041.1252967485557,1796.1603025746435,796.879824351508,799.390255120743,134.5932347478556,374.794767082607,156.68418249522665,0.0,23.846153846152447,0.0,31.975610204829717,33.6483086869639,31.232897256883916,26.11403041587111,0.0,23.846153846152447,0.0,1.0,1.4378436575121305,0.2292044392710315,2.9263702665954905,0.0,4.410501987749971,0.0,55.47055148862381
41,42,1,3,231.0,236.07,5.069999999999993,44.02366863905331,12600,2157,2157,68.0,68.0,13408.613000000001,544.3200000000015,8.004705882352964,27.883597883597805,4080.0,604,530,796,81,50,61,35,23.0,13.0,26.0,2.0,1.0,2.0,1.0,23983.81983877401,23209.187247424416,31789.924269590556,2709.1013915723497,1073.948826160315,1849.958741381445,812.9373783083408,711.8978746275352,438.6466685327905,764.1613976835652,33.75473307180573,32.82352941175941,53.798438806801414,16.057553956832862,30.95208150554501,33.74205142559927,29.39082298782943,16.877366535902866,32.82352941175941,26.899219403400707,16.057553956832862,1.0,1.3879519834950538,0.2357732714454965,4.38298029399683,4.3173211103372084,3.7847544273071256,6.340127518911768,74.1663989148755
42,43,1,2,237.83,243.2,5.369999999999976,41.56424581005605,12900,2217,2212,60.0,55.0,13763.572999999999,354.9599999999973,6.453818181818133,34.58417849898606,3300.0,628,539,813,85,50,62,35,24.0,9.0,17.0,4.0,0.0,1.0,0.0,24909.46075925606,23533.940902795606,32345.214375126427,2844.0935515077845,1073.948826160315,1893.8957492554614,812.9373783083408,925.640920482052,324.7536553711907,555.2901055358707,134.99215993543476,0.0,43.937007874016444,0.0,38.568371686752165,36.08373948568786,32.664123855051216,33.74803998385869,0.0,43.937007874016444,0.0,1.0,1.6172450467490127,0.2643484367571162,2.731285435798084,0.0,2.887276316346814,0.0,56.86154690515124
43,44,1,2,242.63,246.9,4.27000000000001,52.27166276346591,13200,2285,2284,68.0,72.0,14290.772999999997,527.1999999999989,7.322222222222207,30.482549317147257,4320.0,660,546,838,89,53,63,35,32.0,7.0,25.0,4.0,3.0,1.0,0.0,26042.76775227471,23761.354045942848,33143.68407863438,2961.5103881967852,1169.1241769234532,1925.2440638622074,812.9373783083408,1133.3069930186502,227.4131431472415,798.4697035079553,117.41683668900077,95.17535076313811,31.348314606746044,0.0,35.41584353183282,32.487591878177355,31.93878814031821,29.354209172250194,31.725116921046038,31.348314606746044,0.0,1.0,1.6494385254321198,0.24825363313283555,2.8834441619942384,5.110979365799427,3.715959022794963,0.0,80.33508427451592
44,45,1,1,250.3,254.07,3.769999999999982,59.20424403183052,13500,2337,2335,52.0,51.0,14611.233000000007,320.46000000001004,6.283529411764903,35.52143793297024,3060.0,691,554,845,92,54,63,36,31.0,8.0,7.0,3.0,1.0,0.0,1.0,27269.668065295984,24073.287738554467,33387.6784384454,3081.054138196777,1184.2872204017128,1925.2440638622074,836.3827564596003,1226.9003130212732,311.93369261161934,243.9943598110185,119.54374999999163,15.163043478259624,0.0,23.445378151259433,39.577429452299135,38.99171157645242,34.85633711585979,39.84791666666388,15.163043478259624,0.0,23.445378151259433,1.0,1.5357882783761092,0.25420394875814994,2.3737025863290264,11.950084379964967,0.0,5.552363161881707,69.68928916914967
45,46,1,1,251.57,255.4,3.8300000000000125,58.27676240208858,13800,2387,2386,50.0,51.0,14983.073,371.83999999999287,7.290980392156723,30.61316695352898,3060.0,711,562,861,97,54,64,37,20.0,8.0,16.0,5.0,0.0,1.0,1.0,27923.790339047948,24349.57963066539,33868.25950004765,3242.6012021362276,1184.2872204017128,1952.463576057333,865.5974161454664,654.1222737519638,276.2918921109231,480.58106160225,161.5470639394507,0.0,27.219512195125617,29.21465968586608,32.70611368759819,34.536486513865384,30.036316350140623,32.30941278789014,0.0,27.219512195125617,29.21465968586608,1.0,1.4328702079544486,0.24378036817364998,2.4192693154703164,0.0,3.9521746370304753,3.6822700276725135,55.09423879646856
46,47,1,3,264.2,269.5,5.300000000000011,42.11320754716972,14100,2444,2442,57.0,56.0,15397.073000000002,414.0000000000018,7.392857142857175,30.19130434782595,3360.0,731,571,882,101,54,66,37,20.0,9.0,21.0,4.0,0.0,2.0,0.0,28576.230013112527,24634.727840088486,34517.05374572815,3380.6389388378084,1184.2872204017128,2013.7335201256292,865.5974161454664,652.4396740645789,285.148209423096,648.7942456805031,138.0377367015808,0.0,61.26994406829613,0.0,32.62198370322894,31.683134380343997,30.894964080023957,34.5094341753952,0.0,30.634972034148063,0.0,1.0,1.5578953878604886,0.23639545811973628,2.259211384865558,0.0,3.5025182012134892,0.0,55.02724505314807
47,48,1,1,276.43,280.13,3.6999999999999886,60.32432432432451,14400,2487,2487,43.0,45.0,15717.973000000002,320.89999999999964,7.131111111111103,31.299470239950175,2700.0,746,582,895,105,56,66,37,15.0,11.0,13.0,4.0,2.0,0.0,0.0,29116.31852836937,25005.302769439026,34913.313073851336,3525.60421052932,1217.1812665047828,2013.7335201256292,865.5974161454664,540.0885152568444,370.5749293505396,396.25932812318206,144.9652716915116,32.89404610306997,0.0,0.0,36.00590101712296,33.688629940958144,30.481486778706312,36.2413179228779,16.447023051534984,0.0,0.0,1.0,1.6171354531311182,0.264456346053469,2.374400859441814,10.022963546414502,0.0,0.0,65.76995301373366
48,49,1,3,283.0,286.33,3.329999999999984,67.02702702702734,14700,2535,2533,48.0,46.0,16061.743000000004,343.77000000000226,7.473260869565267,29.866480495680054,2760.0,769,587,907,106,58,68,38,23.0,5.0,12.0,1.0,2.0,2.0,1.0,29918.153914699706,25185.116184259165,35297.195514448336,3563.053874958844,1252.7182295417485,2061.8064237769577,882.7666469146972,801.8353863303346,179.81341482013886,383.8824405970008,37.44966442952409,35.536963036965744,48.07290365132849,17.169230769230808,34.8624081013189,35.96268296402777,31.9902033830834,37.44966442952409,17.768481518482872,24.036451825664244,17.169230769230808,1.0,1.46676778392356,0.2439814666270169,2.224814426487095,8.982905610059621,4.7706169400674545,6.678732774920139,69.67220882080339
49,50,2,2,294.17,300.37,6.199999999999989,36.000000000000064,15000,2584,2582,49.0,49.0,16413.743000000002,351.9999999999982,7.183673469387718,31.070454545454705,2940.0,783,592,929,111,59,69,39,14.0,5.0,22.0,5.0,1.0,1.0,1.0,30415.8492300928,25352.60572875103,36010.150628758965,3723.238643394998,1267.7586608085949,2090.8689237769568,910.1195880911682,497.69531539309537,167.48954449186567,712.9551143106291,160.18476843615372,15.040431266846326,29.06249999999909,27.352941176471063,35.5496653852211,33.49790889837313,32.40705065048314,32.03695368723074,15.040431266846326,29.06249999999909,27.352941176471063,1.0,1.6057350403306674,0.24559101030088556,2.6519702260093077,10.821438524891823,4.023370892257856,4.274831573023764,59.8111695484928
50,51,2,1,295.0,303.3,8.300000000000011,26.891566265060202,15300,2664,2662,80.0,80.0,16949.463000000025,535.720000000023,6.696500000000287,33.330844470990876,4800.0,805,611,961,113,59,74,39,22.0,19.0,32.0,2.0,0.0,5.0,0.0,31267.39442474192,26041.992562061478,37076.16988070803,3787.5325878323247,1267.7586608085949,2238.547991615005,910.1195880911682,851.5451946491194,689.3868333104474,1066.0192519490665,64.2939444373269,0.0,147.679067838048,0.0,38.706599756778154,36.283517542655126,33.31310162340833,32.14697221866345,0.0,29.5358135676096,0.0,1.0,1.6141047020849626,0.26012758463403196,2.877592459944745,0.0,4.310459870487211,0.0,88.29955632022886
51,52,1,3,298.77,303.59,4.819999999999993,46.30705394190878,15600,2724,2722,60.0,60.0,17348.303000000014,398.83999999998923,6.647333333333154,33.57737438571949,3600.0,835,622,978,115,59,74,39,30.0,11.0,17.0,2.0,0.0,0.0,0.0,32356.41680842386,26443.797985825153,37642.190967888804,3852.636372936117,1267.7586608085949,2238.547991615005,910.1195880911682,1089.0223836819387,401.8054237636752,566.0210871807722,65.10378510379223,0.0,0.0,0.0,36.30074612273129,36.52776579669774,33.29535806945719,32.55189255189612,0.0,0.0,0.0,1.0,1.5036560516214663,0.2440890618172833,2.665162220110905,0.0,0.0,0.0,56.02005505895175
52,53,1,3,314.67,319.07,4.399999999999977,50.72727272727299,15900,2791,2790,67.0,68.0,17794.46300000001,446.1599999999962,6.56117647058818,34.018289402905076,4080.0,866,630,1003,118,59,75,39,31.0,8.0,25.0,3.0,0.0,1.0,0.0,33486.487481786,26715.009904962244,38548.03556301995,3955.388007441853,1267.7586608085949,2267.1633762303923,910.1195880911682,1130.0706733621446,271.2119191370912,905.8445951311442,102.75163450573609,0.0,28.615384615387484,0.0,36.45389268910144,33.9014898921364,36.233783805245764,34.250544835245364,0.0,28.615384615387484,0.0,1.0,1.6269761643486558,0.22524060149557146,2.5436699914200176,0.0,4.190171955451733,0.0,61.46800628189031
53,54,1,3,322.07,327.13,5.060000000000002,44.11067193675887,16200,2853,2849,62.0,59.0,18191.383,396.919999999991,6.727457627118491,33.177466491989065,3540.0,887,641,1025,121,59,77,39,21.0,11.0,22.0,3.0,0.0,2.0,0.0,34272.765303318985,27091.933925197736,39287.36356340343,4047.613752166303,1267.7586608085949,2327.7610864111016,910.1195880911682,786.2778215329818,376.9240202354922,739.3280003834807,92.22574472445012,0.0,60.59771018070933,0.0,37.44180102538009,34.26582002140838,33.60581819924912,30.74191490815004,0.0,30.298855090354664,0.0,1.0,1.6533000012084957,0.24943575892651332,2.910785178924549,0.0,4.064602084779535,0.0,61.535446416009464
54,55,1,3,326.77,331.97,5.2000000000000455,42.92307692307654,16500,2911,2911,58.0,62.0,18541.823000000004,350.4400000000023,5.652258064516166,39.48864284898958,3720.0,909,649,1053,124,60,77,39,22.0,8.0,28.0,3.0,1.0,0.0,0.0,35248.51318177889,27434.82800563199,40448.842740965956,4182.189637172782,1296.670577907043,2327.7610864111016,910.1195880911682,975.747878459908,342.8940804342528,1161.4791775625272,134.57588500647853,28.911917098448157,0.0,0.0,44.352176293632176,42.8617600542816,41.481399198661684,44.858628335492845,28.911917098448157,0.0,0.0,1.0,1.5656727707495037,0.23937456063077905,2.362943215408368,7.023406636354783,0.0,0.0,55.34010614623774
55,56,2,2,345.3,349.23,3.930000000000007,56.79389312977089,16800,2973,2973,62.0,62.0,18967.64300000001,425.820000000007,6.868064516129145,32.498238692404705,3720.0,918,665,1086,125,60,80,39,9.0,16.0,33.0,1.0,0.0,3.0,0.0,35542.23993883189,28035.03669607111,41712.80143980556,4197.885839704426,1296.670577907043,2431.3030118769457,910.1195880911682,293.7267570529948,600.2086904391217,1263.958698839604,15.696202531644303,0.0,103.54192546584409,0.0,32.63630633922165,37.51304315244511,38.30177875271527,15.696202531644303,0.0,34.513975155281365,0.0,1.0,1.316360278390879,0.19076491968585027,4.969248864382459,0.0,3.110237414709147,0.0,50.65696791239702
56,57,2,3,363.13,369.27,6.139999999999986,36.3517915309447,17100,3018,3016,45.0,43.0,19263.683000000008,296.03999999999724,6.884651162790633,32.41994325091234,2580.0,936,676,1093,131,60,80,40,18.0,11.0,7.0,6.0,0.0,0.0,1.0,36203.89523455655,28404.33647007487,41967.39640733802,4360.163104108154,1296.670577907043,2431.3030118769457,935.9529214245033,661.6552957246604,369.29977400376083,254.59496753245912,162.2772644037277,0.0,0.0,25.833333333335077,36.758627540258914,33.57270672761462,36.37070964749416,27.04621073395462,0.0,0.0,25.833333333335077,1.0,1.6566432508580529,0.22626843300346317,3.2481584020851058,0.0,0.0,4.680221017342712,61.97612622031617
57,58,1,2,383.33,386.73,3.400000000000034,65.64705882352875,17400,3075,3075,57.0,59.0,19670.312999999987,406.6299999999792,6.8920338983047325,32.38521506037595,3540.0,960,690,1111,131,60,81,42,24.0,14.0,18.0,0.0,0.0,1.0,2.0,37062.50004962303,28898.75433517492,42566.09156597883,4360.163104108154,1296.670577907043,2460.3655118769448,973.1320342824498,858.6048150664792,494.4178651000475,598.6951586408104,0.0,0.0,29.06249999999909,37.17911285794651,35.77520062776997,35.315561792860535,33.26084214671169,0.0,0.0,29.06249999999909,18.589556428973253,1.0,1.5327524647684434,0.24080488520239451,0.0,0.0,4.04889608131988,6.329954284436607,66.50182709059442
58,59,1,4,392.9,399.13,6.230000000000018,35.82664526484741,17700,3129,3128,54.0,53.0,20005.052999999967,334.7399999999798,6.315849056603392,35.339666606920936,3180.0,978,701,1134,131,60,81,43,18.0,11.0,23.0,0.0,0.0,0.0,1.0,37781.3690127595,29333.0478731862,43363.95571280368,4360.163104108154,1296.670577907043,2460.3655118769448,992.6254840641079,718.8689631364687,434.29353801127945,797.8641468248534,0.0,0.0,0.0,19.493449781658114,39.937164618692705,39.48123072829813,34.68974551412406,0.0,0.0,0.0,19.493449781658114,1.0,1.5305326926677159,0.2577463779397243,0.0,0.0,0.0,6.738698836133513,47.50272514809205
59,60,1,1,396.13,401.27,5.139999999999986,43.42412451361879,18000,3181,3178,52.0,50.0,20311.05299999996,305.9999999999927,6.1199999999998544,36.47058823529498,3000.0,999,706,1156,132,60,82,43,21.0,5.0,22.0,1.0,0.0,1.0,0.0,38594.05707500293,29553.068792080772,44161.841747657105,4409.5436350816,1296.670577907043,2497.5655118769446,992.6254840641079,812.6880622434328,220.0209188945737,797.8860348534217,49.380530973446184,0.0,37.19999999999982,0.0,38.69943153540156,44.00418377891474,36.267547038791896,49.380530973446184,0.0,37.19999999999982,0.0,1.0,1.3306587078418404,0.23889268902076088,1.8729801306119152,0.0,3.421757031220575,0.0,38.203669859498426
60,61,1,3,399.83,403.73,3.900000000000034,57.23076923076873,18300,3224,3224,43.0,46.0,20629.74299999995,318.6899999999914,6.928043478260683,32.216887884779176,2760.0,1019,713,1170,135,60,82,45,20.0,7.0,14.0,3.0,0.0,0.0,2.0,39287.67132445814,29817.667335469465,44677.546360551336,4477.862057617358,1296.670577907043,2497.5655118769446,1033.2415052111064,693.6142494552114,264.59854338869263,515.7046128942311,68.31842253575815,0.0,0.0,40.61602114699849,34.68071247276057,37.79979191267038,36.836043778159365,22.772807511919382,0.0,0.0,20.308010573499246,1.0,1.3882083949778168,0.21078101275110864,3.639617761386894,0.0,0.0,5.617048227395359,54.82134268231164
61,62,1,3,402.23,405.97,3.740000000000009,59.67914438502659,18600,3274,3272,50.0,48.0,20914.38299999995,284.6399999999994,5.929999999999988,37.639123102866854,2880.0,1036,721,1189,137,61,83,45,17.0,8.0,19.0,2.0,1.0,1.0,0.0,39998.68191709251,30139.849910931265,45378.409346500084,4553.424557617364,1328.9249131671668,2522.476226162651,1033.2415052111064,711.0105926343676,322.1825754618003,700.8629859487482,75.56250000000637,32.25433526012375,24.91071428570649,0.0,41.82415250790398,40.27282193272504,36.88752557624991,37.78125000000318,32.25433526012375,24.91071428570649,0.0,1.0,1.5713435679898375,0.25384235149515183,2.6456669191324016,5.936750840557323,5.522408025466265,0.0,51.14424592661498
62,63,1,3,406.37,411.03,4.659999999999968,47.89699570815483,18900,3341,3341,67.0,69.0,21429.892999999953,515.510000000002,7.471159420289885,29.874881185621884,4140.0,1059,737,1212,140,62,83,48,23.0,16.0,23.0,3.0,1.0,0.0,3.0,40878.35931142482,30648.602568326307,46159.08923398597,4627.590354320659,1345.5320560243113,2522.476226162651,1084.1217242178664,879.6773943323133,508.75265739504175,780.6798874858869,74.16579670329429,16.60714285714448,0.0,50.880219006759944,38.246843231839705,31.79704108719011,33.94260380373421,24.72193223443143,16.60714285714448,0.0,16.960073002253313,1.0,1.8199730297141674,0.25227074935655047,3.697409256496447,10.54412250098665,0.0,7.41746321219751,101.81053561769585
63,64,2,2,409.42,413.19,3.769999999999982,59.20424403183052,19200,3415,3414,74.0,73.0,21927.45299999996,497.5600000000086,6.815890410959022,32.747005386284506,4380.0,1082,751,1243,141,64,84,49,23.0,14.0,31.0,1.0,2.0,1.0,1.0,41684.1255597703,31257.33726281917,47214.53923865492,4647.032863031461,1401.6175823400895,2560.695404244842,1113.1842242178652,805.7662483454769,608.7346944928613,1055.45000466895,19.44250871080203,56.085526315778225,38.219178082190865,29.062499999998863,35.03331514545552,43.48104960663295,34.04677434415968,19.44250871080203,28.042763157889112,38.219178082190865,29.062499999998863,1.0,1.2190942453282156,0.23036777084646284,4.306389160809148,5.719659830953162,3.0150006860222325,3.964932409015599,69.93436224858867
64,65,1,3,415.13,418.8,3.670000000000016,60.817438692097824,19500,3477,3473,62.0,59.0,22296.862999999976,369.4100000000144,6.26118644067821,35.64819577163446,3540.0,1100,764,1267,141,65,85,51,18.0,13.0,24.0,0.0,1.0,1.0,2.0,42398.47005169895,31774.92484772946,48053.652076117774,4647.032863031461,1441.7614672321663,2589.757904244841,1164.577209185641,714.3444919286485,517.5875849102922,839.1128374628533,0.0,40.14388489207681,29.06249999999909,51.392984967775874,39.68580510714714,39.81442960848402,34.963034894285556,0.0,40.14388489207681,29.06249999999909,25.696492483887937,1.0,1.50817161062922,0.2541221540770261,0.0,4.526114801289835,4.491482869773878,5.0798263998343645,62.88241310676093
